bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Musical	null
bookwriter	http://dbpedia.org/ontology/lyrics	Musical	null
bookwriter	http://dbpedia.org/ontology/musicBy	Musical	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/writer	Film	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/writer	Film	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Play	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/writer	Film	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/writer	Film	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Play	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/producer	Film	null
bookwriter	http://dbpedia.org/ontology/writer	Film	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	null
bookwriter	http://dbpedia.org/ontology/author	Book	Writer
